,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Status_Partnered,Status_Post-partnered,Status_Single,DBSCAN_Cluster
0,-0.9853447295662224,0.25,0.2353267720100873,-0.8252176496158384,-0.9298943792539408,-1.5311849391061068,0.3070392634922745,0.9837812651523128,1.5515769812186038,1.6797023326128684,2.4621470460734924,1.4765001000700189,0.8432069073861739,0.349413940993261,1.409303937080072,2.5108902417547814,-0.5507847897348009,0.6939037392619777,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1
1,-1.2357329535285957,0.25,-0.2358262368477814,1.0325587676097676,0.9069340242106336,1.190544583180443,-0.383664176349749,-0.8704794810063111,-0.6363011552898765,-0.7132254067643876,-0.6504492534945548,-0.6315031783543306,-0.7290057871219767,-0.1682363419597184,-1.1104093734576166,-0.5687196185467573,-1.1661254027053516,-0.1304634715292342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
2,-0.3176427989998938,0.25,0.7736332663597382,-0.8252176496158384,-0.9298943792539408,0.2057733560258552,-0.7980862402549632,0.3627227780575174,0.570804023473423,-0.1770323392372617,1.3452742562284872,-0.1469047235441353,-0.038766067581813,-0.6858866249126978,1.409303937080072,-0.2265407451799197,1.2952370491768512,-0.5426470769248403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
3,1.2681492860951369,0.25,-1.0227324576789074,1.0325587676097676,-0.9298943792539408,1.0618810057632608,-0.7980862402549632,-0.8704794810063111,-0.5608570816171703,-0.6511865394471995,-0.5039741335148821,-0.5830433328733111,-0.7481791126647591,-0.1682363419597184,-0.7504503290950897,-0.9108984919135952,-0.5507847897348009,0.2817201338663717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4,1.0177610621327633,1.0,0.2415187947651297,1.0325587676097676,-0.9298943792539408,0.9530118248717988,1.550305455207917,-0.3890848642151298,0.4199158761280105,-0.2169144682268826,0.1551639063936456,-0.0015251871010767,-0.5564458572369358,1.3847145068992197,0.3294268039924911,0.1156381281869179,0.0645558232357498,-0.1304634715292342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
5,-0.1507173163583116,0.75,0.410101607837896,-0.8252176496158384,0.9069340242106336,0.2997967395230269,-1.143437960175975,0.642050518664746,0.3947678515704418,-0.3055414215371514,-0.6870680334894731,0.3619236540065697,-0.5756191827797181,-0.1682363419597184,0.689385848355018,0.4578170015537556,1.2952370491768512,0.2817201338663717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
6,0.1831336489248526,0.25,0.135335591649629,-0.8252176496158384,0.9069340242106336,-1.1847829999060002,-0.5218048643181538,-0.2048474182827024,0.9731724163945228,-0.0130724756132645,0.228401466383482,0.5315331131901381,-0.3263659507235479,0.8670642239462404,1.049344892717545,0.1156381281869179,0.3722261297210252,0.2817201338663717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
7,1.3516120274159276,1.0,-0.7507628388638853,1.0325587676097676,-0.9298943792539408,-0.3138295527743043,-0.5908752083023561,-0.6773273199481211,-0.4099689342717579,-0.4916580234887158,-0.6321398634970958,-0.6315031783543306,-0.4030592528946772,-0.1682363419597184,-0.0305322403700358,-0.9108984919135952,-0.5507847897348009,1.1060873446575836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
8,0.4335218728872259,1.0,-0.8747231395664431,1.0325587676097676,-0.9298943792539408,-0.1703201779628317,-1.0398324441996714,-0.8615647658805485,-0.6614491798474453,-0.6334611487851458,-0.6321398634970958,-0.5830433328733111,-0.8056990892931061,-0.6858866249126978,-0.3904912847325628,-0.9108984919135952,-1.1661254027053516,1.5182709500531897,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
9,-1.56958391881176,1.0,-1.8615717725845824,1.0325587676097676,0.9069340242106336,1.2152875788375936,0.6523909834132863,-0.8199627619603229,-0.6614491798474453,-0.7132254067643876,-0.668758643492014,-0.6315031783543306,-0.5947925083225005,-0.6858866249126978,-1.1104093734576166,-0.9108984919135952,-1.7814660156759023,6.052290609404856,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1
