,Year_Birth,Education,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Status_Partnered,Status_Post-partnered,Status_Single,kmeans_cluster,Segment,SOM_Cluster,DBSCAN_Cluster
0,-1.06102658923439,0.25,0.325208538653141,-0.855806788409273,-0.966627954677178,-1.55118079623533,0.312004130962674,1.01320081334359,1.45673993822818,1.43418562703407,1.58727900349428,1.43499342813347,1.1043193010791,0.504146743984587,1.61153574130364,2.41516006384669,-0.562110943953492,0.785520008288922,0,0,0,0,0,0,1,0,0,1,2,Digital Shoppers,44,-1
1,-1.32827166718249,0.25,-0.275446534055115,1.16848804373093,1.03452418809258,1.20750099433306,-0.388706971259493,-1.26658235516231,-0.989483342172072,-1.44649451906648,-0.86933883345389,-0.975107553976494,-0.963044983551634,-0.155870033645732,-1.22193369395551,-0.600214306956116,-1.19739273732172,-0.109249795203163,0,0,0,0,0,0,0,0,0,1,3,Passive Segment,19,0
2,-0.348373048039475,0.25,1.01147503897057,-0.855806788409273,-0.966627954677178,0.20935976465468,-0.809133632592794,0.784427008996442,1.08510799166005,0.474241576873976,1.33657684862084,0.547534051341489,0.512877045630687,-0.815886811276051,1.61153574130364,-0.223292510605766,1.34373443615118,-0.556634696949206,0,0,0,0,0,0,0,1,0,0,2,Digital Shoppers,160,-1
3,1.34417911229846,0.25,-1.27864338179187,1.16848804373093,-0.966627954677178,1.07709058241528,-0.809133632592794,-1.26658235516231,-0.398926602787865,-0.720390918772887,-0.0775712891608767,-0.534965422790862,-1.08837723809597,-0.155870033645732,-0.817152346061344,-0.977136103306467,-0.562110943953492,0.338135106542879,0,0,0,0,0,0,0,1,0,0,3,Passive Segment,76,0
4,1.07693403435036,1.0,0.333102513239353,1.16848804373093,-0.966627954677178,0.966743310792549,1.57328411496257,0.268941786081758,1.00271835653959,0.426055452145925,0.807413948235981,0.700669755598048,-0.290913731994339,1.82418029924523,0.397191697621149,0.153629285744585,0.0731708494147329,-0.109249795203163,0,0,0,0,0,0,0,1,0,0,1,Budget Conscious,175,0
5,-0.170209662740745,0.75,0.548022337457501,-0.855806788409273,1.03452418809258,0.304659681056134,-1.15948918370388,0.898675384887107,0.987901427315589,0.304442296157412,-1.53882005082791,0.973078048349939,-0.34338679515691,-0.155870033645732,0.801973045515313,0.530551082094936,1.34373443615118,0.338135106542879,0,0,0,0,0,0,0,1,0,0,1,Budget Conscious,109,0
6,0.186117107856715,0.25,0.197733581302898,-0.855806788409273,1.03452418809258,-1.20007584107208,-0.528849191703927,0.443947645407226,1.26404387675812,0.642061243591884,0.857187565553186,1.06884920631055,0.164082045248728,1.16416352161491,1.20675439340948,0.153629285744585,0.390811746098845,0.338135106542879,0,0,0,0,0,0,0,0,1,0,2,Digital Shoppers,53,0
7,1.43326080494782,1.0,-0.931919646418132,1.16848804373093,-0.966627954677178,-0.317297668090195,-0.598920301926143,-0.199183225630773,0.109240501475886,-0.0604352765329626,-0.694028811830891,-0.975107553976494,0.0387497907043942,-0.155870033645732,-0.0075896502730155,-0.977136103306467,-0.562110943953492,1.23290491003496,0,0,0,0,0,0,0,1,0,0,3,Passive Segment,90,0
8,0.453362185804809,1.0,-1.08995192474726,1.16848804373093,-0.966627954677178,-0.171839900951134,-1.05438251837055,-1.13845099265208,-1.43622226970393,-0.605155886873976,-0.694028811830891,-0.534965422790862,-1.65194075249615,-0.815886811276051,-0.41237099816718,-0.977136103306467,-1.19739273732172,1.23290491003496,0,0,0,0,0,0,1,1,0,0,3,Passive Segment,92,0
9,-1.68459843777995,1.0,-1.66259611989154,1.16848804373093,1.03452418809258,1.23257991970187,0.662359682073757,-0.759905253102974,-1.43622226970393,-1.44649451906648,-1.1164244313294,-0.975107553976494,-0.399481469151453,-0.815886811276051,-1.22193369395551,-0.977136103306467,-1.19739273732172,1.23290491003496,1,0,0,0,0,0,0,1,0,0,3,Passive Segment,121,-1
